Source,Target,Type,Id,Label,Weight,Color
preservice teachers,problem posing,Undirected,3842,,1,"#000000"
preservice teachers,professional instrumental genesis,Undirected,3843,,1,"#000000"
preservice teachers,questioning techniques,Undirected,3844,,1,"#000000"
preservice teachers,schemes,Undirected,3845,,1,"#000000"
preservice teachers,semantic structure,Undirected,3846,,1,"#000000"
preservice teachers,spatial geometry,Undirected,3847,,1,"#000000"
preservice teachers,textile dilemmas,Undirected,3848,,1,"#000000"
preservice teachers,tutoring,Undirected,3849,,1,"#000000"
preservice teachers,validity,Undirected,3850,,1,"#000000"
preservice teachers,word problem,Undirected,3851,,1,"#000000"
primary and middle school,probability,Undirected,3852,,1,"#000000"
primary and middle school,problem solving,Undirected,3853,,1,"#000000"
primary education,professional education,Undirected,3854,,1,"#000000"
primary education,reasoning,Undirected,3855,,1,"#000000"
primary education,sustainability competences,Undirected,3856,,1,"#000000"
primary education,teacher interventions,Undirected,3857,,1,"#000000"
primary grades,stem,Undirected,3858,,1,"#000000"
primary mathematics,robot coding integration,Undirected,3863,,1,"#000000"
primary mathematics,technology,Undirected,3864,,1,"#000000"
primary school,problems solving,Undirected,3865,,1,"#000000"
primary school,qualitative study,Undirected,3866,,1,"#000000"
primary school,secondary school,Undirected,3867,,1,"#000000"
primary school,solving strategies,Undirected,3868,,1,"#000000"
primary school,spatial reasoning,Undirected,3869,,1,"#000000"
primary school,student-teacher interaction,Undirected,3870,,1,"#000000"
primary school,subject-specific support,Undirected,3871,,1,"#000000"
primary school,teacher education,Undirected,3872,,1,"#000000"
primary school,teacher-researcher collaboration,Undirected,3873,,1,"#000000"
primary school,teaching experiments,Undirected,3874,,1,"#000000"
primary school,verbalization,Undirected,3875,,1,"#000000"
primary school,word problems,Undirected,3876,,1,"#000000"
primary school mathematics,programming,Undirected,3877,,1,"#000000"
primary school students,problem solving,Undirected,3878,,1,"#000000"
primary school students,problem-solving,Undirected,3879,,1,"#000000"
primary school students,routine problem,Undirected,3880,,1,"#000000"
primary school students,scaffolding,Undirected,3881,,1,"#000000"
primary school students,task design,Undirected,3882,,1,"#000000"
primary school teachers,proof and proving,Undirected,3883,,1,"#000000"
primary school teachers,teacher views,Undirected,3884,,1,"#000000"
primary school teachers,value-cost-expectancy framework.,Undirected,3885,,1,"#000000"
prison context,teacher perspective,Undirected,3889,,1,"#000000"
prison context,teacher practice,Undirected,3890,,1,"#000000"
prison education,special needs education,Undirected,3891,,1,"#000000"
prison education,swot analysis,Undirected,3892,,1,"#000000"
prison education,teacher identity,Undirected,3893,,1,"#000000"
prison education,teacher views,Undirected,3894,,1,"#000000"
prison education,theory-driven categories,Undirected,3895,,1,"#000000"
probability,problem solving,Undirected,3897,,1,"#000000"
probability,proportional reasoning,Undirected,3898,,1,"#000000"
probability,upper secondary school,Undirected,3899,,1,"#000000"
problem posing,problem selection,Undirected,3901,,1,"#000000"
problem posing,prospective elementary teachers,Undirected,3902,,1,"#000000"
problem posing,prospective primary teacher,Undirected,3903,,1,"#000000"
problem posing,reflection,Undirected,3904,,1,"#000000"
problem posing,task values,Undirected,3905,,1,"#000000"
problem posing,task-based motivation,Undirected,3906,,1,"#000000"
problem posing,teacher education,Undirected,3907,,1,"#000000"
problem selection,prospective elementary teachers,Undirected,3908,,1,"#000000"
problem solving,professional development,Undirected,3909,,1,"#000000"
problem solving,programming,Undirected,3910,,1,"#000000"
problem solving,real-world problems,Undirected,3911,,1,"#000000"
problem solving,representation,Undirected,3912,,1,"#000000"
problem solving,secondary school,Undirected,3913,,1,"#000000"
problem solving,secondary-tertiary transition,Undirected,3914,,1,"#000000"
problem solving,self-generated drawings,Undirected,3915,,1,"#000000"
problem solving,student teachers,Undirected,3916,,1,"#000000"
problem solving,students’ perspective,Undirected,3917,,1,"#000000"
problem solving,students’ solutions,Undirected,3918,,1,"#000000"
problem solving,tasks,Undirected,3919,,1,"#000000"
problem solving,tensions,Undirected,3920,,1,"#000000"
problem solving,use of the illustrations,Undirected,3921,,1,"#000000"
problem solving,word problem,Undirected,3922,,1,"#000000"
problem-based learning,vector cross product,Undirected,3923,,1,"#000000"
problem-based learning,virtual reality,Undirected,3924,,1,"#000000"
problem-posing,tpack. pre-service high school mathematics teachers,Undirected,3925,,1,"#000000"
problem-solving,problem-solving strategies,Undirected,3926,,1,"#000000"
problem-solving,proportional reasoning,Undirected,3927,,1,"#000000"
problem-solving,proving process,Undirected,3928,,1,"#000000"
problem-solving,routine problem,Undirected,3929,,1,"#000000"
problem-solving,secondary education,Undirected,3930,,1,"#000000"
problem-solving,support-element,Undirected,3931,,1,"#000000"
problem-solving,teacher education,Undirected,3932,,1,"#000000"
problem-solving,teachers’ knowledge,Undirected,3933,,1,"#000000"
problem-solving,teaching practice,Undirected,3934,,1,"#000000"
problem-solving,undergraduate students,Undirected,3935,,1,"#000000"
problem-solving strategies,undergraduate students,Undirected,3936,,1,"#000000"
problems of practice,teacher learning,Undirected,3937,,1,"#000000"
problems solving,solving strategies,Undirected,3938,,1,"#000000"
problems solving,word problems,Undirected,3939,,1,"#000000"
productive struggle,scriptwriting,Undirected,3940,,1,"#000000"
productive struggle,teacher education,Undirected,3941,,1,"#000000"
professional development,professional learning,Undirected,3942,,1,"#000000"
professional development,responsive coaching,Undirected,3943,,1,"#000000"
professional development,roles,Undirected,3944,,1,"#000000"
professional development,second level,Undirected,3945,,1,"#000000"
professional development,silent video task,Undirected,3946,,1,"#000000"
professional development,situatedness,Undirected,3947,,1,"#000000"
professional development,special educational,Undirected,3948,,1,"#000000"
professional development,talk moves,Undirected,3949,,1,"#000000"
professional development,task analysis,Undirected,3950,,1,"#000000"
professional development,tasks,Undirected,3951,,1,"#000000"
professional development,teacher noticing,Undirected,3952,,1,"#000000"
professional development,teaching experiments,Undirected,3953,,1,"#000000"
professional development,teaching moves,Undirected,3954,,1,"#000000"
professional development,teaching quality,Undirected,3955,,1,"#000000"
professional development,tensions,Undirected,3956,,1,"#000000"
professional development program,professional growth,Undirected,3957,,1,"#000000"
professional development program,teacher educators,Undirected,3958,,1,"#000000"
professional identity,upper secondary school,Undirected,3959,,1,"#000000"
professional identity,vocational education,Undirected,3960,,1,"#000000"
professional instrumental genesis,programming,Undirected,3961,,1,"#000000"
professional instrumental genesis,schemes,Undirected,3962,,1,"#000000"
professional learning,teacher collaboration,Undirected,3963,,1,"#000000"
professional learning,teachers’ mathematical knowledge,Undirected,3964,,1,"#000000"
professional learning,teaching quality,Undirected,3965,,1,"#000000"
professional learning communities,students’ mathematical writing,Undirected,3966,,1,"#000000"
professional learning communities,teacher collaboration,Undirected,3967,,1,"#000000"
professional roles,teacher education,Undirected,3968,,1,"#000000"
professional roles,teaching practicum,Undirected,3969,,1,"#000000"
programmable robots,programming,Undirected,3970,,1,"#000000"
programming,robotics,Undirected,3971,,1,"#000000"
programming,schemes,Undirected,3972,,1,"#000000"
programming,scratch,Undirected,3973,,1,"#000000"
programming,secondary school mathematics,Undirected,3974,,1,"#000000"
programming,spatial reasoning,Undirected,3975,,1,"#000000"
programming,structuring features of classroom practice,Undirected,3976,,1,"#000000"
programming,student teachers,Undirected,3977,,1,"#000000"
programming,teaching algebra,Undirected,3978,,1,"#000000"
programming,teaching experiment,Undirected,3979,,1,"#000000"
programming,textbooks,Undirected,3980,,1,"#000000"
prompt,teacher interventions,Undirected,3982,,1,"#000000"
proof,proof by contraposition (pbcp),Undirected,3983,,1,"#000000"
proof,proof construction,Undirected,3984,,1,"#000000"
proof,secondary mathematics,Undirected,3985,,1,"#000000"
proof,secondary school mathematics,Undirected,3986,,1,"#000000"
proof,survey,Undirected,3987,,1,"#000000"
proof,synergy,Undirected,3988,,1,"#000000"
proof,textbook research,Undirected,3989,,1,"#000000"
proof,thales’ theorem,Undirected,3990,,1,"#000000"
proof,theorem prover,Undirected,3991,,1,"#000000"
proof,undergraduate mathematics,Undirected,3992,,1,"#000000"
proof,undergraduate students,Undirected,3993,,1,"#000000"
proof and proving,teacher views,Undirected,3994,,1,"#000000"
proof and proving,value-cost-expectancy framework.,Undirected,3995,,1,"#000000"
proof based teaching,proving,Undirected,3996,,1,"#000000"
proof based teaching,teacher knowledge,Undirected,3997,,1,"#000000"
proof by contraposition (pbcp),undergraduate mathematics,Undirected,3998,,1,"#000000"
proof construction,secondary mathematics,Undirected,4001,,1,"#000000"
proof construction,survey,Undirected,4002,,1,"#000000"
proof methods,reasoning,Undirected,4003,,1,"#000000"
proof methods,undergraduates,Undirected,4004,,1,"#000000"
proof types,toulmin scheme,Undirected,4005,,1,"#000000"
properties and relations,representation-based proofs,Undirected,4007,,1,"#000000"
proportional reasoning,semiotic bundle,Undirected,4009,,1,"#000000"
proportional reasoning,task design,Undirected,4010,,1,"#000000"
proportional reasoning,teacher education,Undirected,4011,,1,"#000000"
prospective primary teacher,teacher education,Undirected,4015,,1,"#000000"
prospective teachers,proving and proof,Undirected,4016,,1,"#000000"
prospective teachers,teacher education,Undirected,4017,,1,"#000000"
prospective teachers,teacher knowledge,Undirected,4018,,1,"#000000"
proving,teacher knowledge,Undirected,4021,,1,"#000000"
pólya,problem solving,Undirected,4022,,1,"#000000"
pólya,real-world problems,Undirected,4023,,1,"#000000"
qualitative analysis,secondary-tertiary transition,Undirected,4029,,1,"#000000"
quantitative reasoning,word problem,Undirected,4030,,1,"#000000"
quasi-experimental study,teaching experiment,Undirected,4036,,1,"#000000"
questioning techniques,tutoring,Undirected,4038,,1,"#000000"
questionnaire,subject integrated team teaching,Undirected,4039,,1,"#000000"
questionnaire,sustainability,Undirected,4040,,1,"#000000"
questionnaire,teaching and learning mathematics for engineers,Undirected,4041,,1,"#000000"
questionnaire,vocational education,Undirected,4042,,1,"#000000"
questionnaire,vocational mathematics,Undirected,4043,,1,"#000000"
rational numbers,tree graph,Undirected,4045,,1,"#000000"
rational numbers,word problem solving,Undirected,4046,,1,"#000000"
readiness to implement,voluntary professional development,Undirected,4047,,1,"#000000"
reading levels,secondary education,Undirected,4048,,1,"#000000"
reading levels,textbooks,Undirected,4049,,1,"#000000"
real number,secondary education,Undirected,4050,,1,"#000000"
reasoning,recipes,Undirected,4052,,1,"#000000"
reasoning,undergraduates,Undirected,4053,,1,"#000000"
reasoning and proof,technological pedagogical content knowledge,Undirected,4054,,1,"#000000"
rectangular arrays,unconventional interpretation,Undirected,4055,,1,"#000000"
rectangular arrays,unitizing concept,Undirected,4056,,1,"#000000"
reference materials,theory of didactical situations,Undirected,4057,,1,"#000000"
reflection,teacher education,Undirected,4058,,1,"#000000"
reflection,whole-class discussion,Undirected,4059,,1,"#000000"
reflection as a learning method,systematic problem solving,Undirected,4060,,1,"#000000"
reflection process,stem education,Undirected,4061,,1,"#000000"
reflection process,teachers’ competencies,Undirected,4062,,1,"#000000"
rehearsals,role-playing,Undirected,4063,,1,"#000000"
relationship,understanding regularity,Undirected,4065,,1,"#000000"
relationships,social justice,Undirected,4066,,1,"#000000"
relationships,teachers and learners,Undirected,4067,,1,"#000000"
relevance dimensions of mathematics education,subjective relevance of mathematics education,Undirected,4070,,1,"#000000"
repeating patterns,structural awareness,Undirected,4071,,1,"#000000"
repeating patterns,variation theory,Undirected,4072,,1,"#000000"
representation,symbolic interactionism,Undirected,4073,,1,"#000000"
representation,teachers,Undirected,4074,,1,"#000000"
representation,units coordination,Undirected,4075,,1,"#000000"
representations,strategies,Undirected,4076,,1,"#000000"
representations,units of length and mass,Undirected,4077,,1,"#000000"
