"Source","Target","Weight"
"student perceptions","undergraduate mathematics",1
"student thinking","teacher noticing",1
"student thinking","teaching",1
"student thinking","video case",1
"student-teacher interaction","subject-specific support",1
"students’ identity","vocational education",1
"students’ mathematical writing","teacher collaboration",1
"students’ obstacles","teacher’s aids",1
"students’ obstacles","technologies",1
"study and research path","the anthropological theory of the didactic",1
"study and research paths","tertiary education",1
"study and research paths","the anthropological theory of the didactic",1
"sub-scores","test scores",1
"subitising","variability",1
"subject integrated team teaching","vocational education",1
"subject integrated team teaching","vocational mathematics",1
"subject matter noticing","university mathematics",1
"subjective theory","teacher education",1
"summative assessment","technology-enhanced classrooms",1
"survey","the double discontinuity",1
"sustainability","sustainability competences",1
"swot analysis","theory-driven categories",1
"talk moves","teaching moves",1
"tangible artefact","virtual reality",1
"tarot cards","technology comprehension",1
"task analysis","teacher education",1
"task design","teacher education",1
"task design","teacher noticing",1
"task design","teaching",1
"task design","technology",1
"task design","video case",1
"task design","visual arts",1
"task development","visualization",1
"task-based motivation","task values",1
"tasks","tensions",1
"tasks of teaching","work of teaching",1
"taxicab trigonometry","theoretical covariation",1
"taxicab trigonometry","theoretical representation",1
"teacher autonomy","visual representation",1
"teacher certification","teacher motivation",1
"teacher certification","teacher persistence",1
"teacher collaboration","teachers’ mathematical knowledge",1
"teacher competencies","teacher induction",1
"teacher competencies","technological pedagogical content knowledge",1
"teacher competencies","workplace learning",1
"teacher education","teacher noticing",1
"teacher education","teaching practice",1
"teacher education","teaching practicum",1
"teacher education","three-fold meta-didactical conflict",1
"teacher education","vignettes",1
"teacher education-preservice","teacher educator",1
"teacher expertise","textbooks",1
"teacher guide","upper-secondary",1
"teacher identity","teacher professional development",1
"teacher identity","teacher views",1
"teacher induction","technological pedagogical content knowledge",1
"teacher induction","workplace learning",1
"teacher knowledge","teaching experience",1
"teacher learning","teaching practices",1
"teacher learning","teaching representations",1
"teacher motivation","teacher persistence",1
"teacher noticing","technology",1
"teacher noticing of student thinking","teachers’ analysis of classroom interaction",1
"teacher noticing of student thinking","vignettes-based study",1
"teacher perspective","teacher practice",1
"teacher preparation","technology",1
"teacher professional development","teaching performance",1
"teacher professional development","understanding",1
"teacher views","value-cost-expectancy framework.",1
"teacher-researcher partnerships","teaching design",1
"teacher-student interactions","teacher noticing",1
"teachers","units coordination",1
"teachers","visual representation",1
"teachers","word problems",1
"teachers beliefs","teachers knowledge",1
"teachers'-knowledge","word problems",1
"teachers’ analysis of classroom interaction","vignettes-based study",1
"teachers’ beliefs","teachers’ knowledge",1
"teachers’ beliefs","tpb model",1
"teachers’ descriptions","teaching",1
"teachers’ knowledge","technology",1
"teachers’ knowledge","tpb model",1
"teacher’s aids","technologies",1
"teaching actions","variation theory",1
"teaching algebra","teaching experiment",1
"teaching and learning of analysis and calculus","transgressions",1
"teaching and learning of analysis and calculus","undergraduate mathematics education",1
"teaching approach","the derivative concept",1
"teaching culture","tensions",1
"teaching culture","university mathematics teaching",1
"teaching performance","understanding",1
"teaching practices","teaching representations",1
"technological pedagogical content knowledge","workplace learning",1
"technology","video case",1
"tensions","university mathematics teaching",1
"textbook","three-dimensional geometry",1
"textbook analysis","university mathematics for prospective teachers",1
"textbook content","the anthropological theory of the didactic",1
"textbook research","thales’ theorem",1
"the use of physical and digital tools","theoretical framework",1
"theorem prover","undergraduate students",1
"theoretical covariation","theoretical representation",1
"theories","wheel of modelling",1
"theories","wheel of writing",1
"theory of semiotic mediation","vocational school",1
"toddlers","units",1
"transgressions","undergraduate mathematics education",1
"tree graph","word problem solving",1
"two-digit subtraction","variation theory",1
