Id,Label,Degree,Weighted Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,X,Y,Z,Size,Color
practice-based research,practice-based research,3,3,1,7,0.240296,0.254161,0,0.008756,0.008756,0.000441,0,0.835511,0.454353,0.931159,0.015625,"#efb118"
inquiry based learning,inquiry based learning,4,4,1,6,0.29743,0.316491,0,0.048426,0.048426,0.000538,0,0.623601,0.378599,0.92365,0.023438,"#efb118"
mathematics instruction,mathematics instruction,4,4,1,6,0.29743,0.316491,0,0.048426,0.048426,0.000538,0,0.629519,0.368457,0.930841,0.023438,"#efb118"
mathematics teachers collaboration,mathematics teachers collaboration,4,4,1,6,0.29743,0.316491,0,0.048426,0.048426,0.000538,0,0.617682,0.368457,0.932314,0.023438,"#efb118"
instagram,instagram,4,4,2,6,0.237679,0.249574,0,0.005503,0.005503,0.000569,0,0.658337,0.946274,0.916183,0.023438,"#4269d0"
integrated education,integrated education,4,4,2,6,0.237679,0.249574,0,0.005503,0.005503,0.000569,0,0.652419,0.936132,0.916833,0.023438,"#4269d0"
world of work,world of work,4,4,2,6,0.237679,0.249574,0,0.005503,0.005503,0.000569,0,0.664256,0.936132,0.919284,0.023438,"#4269d0"
instructional interactions,instructional interactions,3,3,6,6,0.261493,0.277248,0,0.011698,0.011698,0.000446,0,0.226855,0.23377,0.940549,0.015625,"#3ca951"
students’ obstacles,students’ obstacles,4,4,1,6,0.235951,0.247771,0,0.004622,0.004622,0.000547,0,0.7046,0.289565,0.917861,0.023438,"#efb118"
teacher’s aids,teacher’s aids,4,4,1,6,0.235951,0.247771,0,0.004622,0.004622,0.000547,0,0.710518,0.279424,0.922356,0.023438,"#efb118"
technologies,technologies,4,4,1,6,0.235951,0.247771,0,0.004622,0.004622,0.000547,0,0.698682,0.279424,0.936364,0.023438,"#efb118"
middle school teachers,middle school teachers,3,3,2,6,0.241605,0.253907,0,0.005284,0.005284,0.000433,0,0.294396,0.723588,0.929247,0.015625,"#4269d0"
primary grades,primary grades,2,2,2,6,0.239087,0.250163,0,0.004491,0.004491,0.000317,0,0.550422,0.61014,0.950372,0.007812,"#4269d0"
intended learning outcomes,intended learning outcomes,3,3,3,8,0.200573,0.209631,0,0.00056,0.00056,0.000474,0,0.541995,0.062499,0.936439,0.015625,"#ff725c"
planning,planning,3,3,3,8,0.200573,0.209631,0,0.00056,0.00056,0.000474,0,0.553276,0.062499,0.935803,0.015625,"#ff725c"
interaction analysis,interaction analysis,3,3,6,6,0.240949,0.25149,0,0.003971,0.003971,0.000459,0,0.22278,0.28051,0.939397,0.015625,"#3ca951"
symbolic interactionism,symbolic interactionism,3,3,6,6,0.240949,0.25149,0,0.003971,0.003971,0.000459,0,0.2115,0.28051,0.934951,0.015625,"#3ca951"
interdisciplinary approach,interdisciplinary approach,3,3,2,7,0.226476,0.237532,0,0.002704,0.002704,0.000455,0,0.169697,0.759778,0.934563,0.015625,"#4269d0"
teacher expertise,teacher expertise,3,3,2,7,0.226476,0.237532,0,0.002704,0.002704,0.000455,0,0.158416,0.759778,0.934622,0.015625,"#4269d0"
interface tasks,interface tasks,3,3,4,6,0.25285,0.265828,0,0.007855,0.007855,0.000449,0,0.921468,0.699104,0.938243,0.015625,"#6cc5b0"
scriptwriting,scriptwriting,6,6,4,6,0.281634,0.301628,1232.668549,0.02712,0.027119,0.000785,0,0.948611,0.7671,0.893435,0.039062,"#6cc5b0"
symmetry,symmetry,3,3,4,6,0.25285,0.265828,0,0.007855,0.007855,0.000449,0,0.910188,0.699104,0.938191,0.015625,"#6cc5b0"
interschool communication,interschool communication,4,4,6,7,0.216811,0.227736,0,0.002047,0.002047,0.000633,0,0.082634,0.243622,0.918798,0.023438,"#3ca951"
mathematical preparation,mathematical preparation,4,4,6,7,0.216811,0.227736,0,0.002047,0.002047,0.000633,0,0.082634,0.223339,0.919257,0.023438,"#3ca951"
organization of studies,organization of studies,4,4,6,7,0.216811,0.227736,0,0.002047,0.002047,0.000633,0,0.076715,0.233481,0.920183,0.023438,"#3ca951"
teacher expectations of students,teacher expectations of students,4,4,6,7,0.216811,0.227736,0,0.002047,0.002047,0.000633,0,0.088552,0.233481,0.919672,0.023438,"#3ca951"
intra-action,intra-action,3,3,6,7,0.232286,0.242793,0,0.002687,0.002687,0.000489,0,0.203424,0.230839,0.93655,0.015625,"#3ca951"
mathematical discursive practices,mathematical discursive practices,3,3,6,7,0.232286,0.242793,0,0.002687,0.002687,0.000489,0,0.214704,0.230839,0.932178,0.015625,"#3ca951"
multilingual,multilingual,3,3,6,7,0.232286,0.242793,0,0.002687,0.002687,0.000489,0,0.209064,0.240504,0.933055,0.015625,"#3ca951"
mathematical argumentation,mathematical argumentation,1,1,0,8,0.182304,0.189706,0,0.000196,0.000196,0.000229,0,0.323238,0.422208,0.970591,0,"#ff8ab7"
multiplicative comparison,multiplicative comparison,3,3,0,7,0.221317,0.233459,0,0.001888,0.001888,0.000446,0,0.266619,0.344991,0.937698,0.015625,"#ff8ab7"
multiplicative problems,multiplicative problems,4,4,0,7,0.211841,0.222119,0,0.001173,0.001173,0.000587,0,0.407857,0.409652,0.925453,0.023438,"#ff8ab7"
multiplicative reasoning,multiplicative reasoning,4,4,0,7,0.211841,0.222119,0,0.001173,0.001173,0.000587,0,0.401939,0.419793,0.924811,0.023438,"#ff8ab7"
performance,performance,4,4,0,7,0.211841,0.222119,0,0.001173,0.001173,0.000587,0,0.39602,0.409652,0.924925,0.023438,"#ff8ab7"
knowledgeable other,knowledgeable other,4,4,1,6,0.289411,0.311119,0,0.041948,0.041948,0.000513,0,0.615423,0.351905,0.925265,0.023438,"#efb118"
sharing contents,sharing contents,4,4,1,6,0.289411,0.311119,0,0.041948,0.041948,0.000513,0,0.603586,0.351905,0.923793,0.023438,"#efb118"
lakatos-style investigation,lakatos-style investigation,4,4,3,7,0.226168,0.235315,0,0.00263,0.00263,0.000642,0,0.383418,0.134893,0.928505,0.023438,"#ff725c"
primary school teachers,primary school teachers,4,4,3,7,0.226168,0.235315,0,0.00263,0.00263,0.000642,0,0.3775,0.145034,0.921079,0.023438,"#ff725c"
proof and proving,proof and proving,4,4,3,7,0.226168,0.235315,0,0.00263,0.00263,0.000642,0,0.3775,0.124751,0.922246,0.023438,"#ff725c"
teacher views,teacher views,7,7,3,6,0.292014,0.310644,5308,0.032469,0.032469,0.000987,0,0.503384,0.154583,0.873564,0.046875,"#ff725c"
value-cost-expectancy framework.,value-cost-expectancy framework.,4,4,3,7,0.226168,0.235315,0,0.00263,0.00263,0.000642,0,0.371582,0.134893,0.918208,0.023438,"#ff725c"
large scale assessment,large scale assessment,4,4,1,7,0.269052,0.286943,0,0.021574,0.021574,0.000557,0,0.595314,0.319792,0.930136,0.023438,"#efb118"
mtsk model,mtsk model,9,9,1,6,0.277407,0.296206,3007.123094,0.02353,0.02353,0.001183,0,0.602486,0.523017,0.837008,0.0625,"#efb118"
secondary school teachers,secondary school teachers,4,4,1,7,0.269052,0.286943,0,0.021574,0.021574,0.000557,0,0.601232,0.329933,0.999427,0.023438,"#efb118"
three-fold meta-didactical conflict,three-fold meta-didactical conflict,4,4,1,7,0.269052,0.286943,0,0.021574,0.021574,0.000557,0,0.607151,0.319792,0.929652,0.023438,"#efb118"
large-scale assessment (lsa),large-scale assessment (lsa),2,2,1,6,0.228067,0.237253,0,0.002179,0.002179,0.000333,0,0.612403,0.475888,0.949758,0.007812,"#efb118"
pre-service teacher education,pre-service teacher education,6,6,1,6,0.263043,0.278775,973.605497,0.009915,0.009915,0.000768,0,0.631282,0.553945,0.887391,0.039062,"#efb118"
learning difficulties,learning difficulties,3,3,1,7,0.268455,0.285628,0,0.019812,0.019811,0.000481,0,0.771098,0.391685,0.936583,0.015625,"#efb118"
pre-service teachers’ thinking,pre-service teachers’ thinking,3,3,1,7,0.268455,0.285628,0,0.019812,0.019811,0.000481,0,0.782379,0.391685,0.936082,0.015625,"#efb118"
subjective theory,subjective theory,3,3,1,7,0.268455,0.285628,0,0.019812,0.019811,0.000481,0,0.776739,0.40135,0.93549,0.015625,"#efb118"
mathematical knowledge for teaching,mathematical knowledge for teaching,7,7,2,6,0.255667,0.274693,675.192391,0.013421,0.013421,0.000864,0,0.614443,0.768694,0.898392,0.046875,"#4269d0"
teaching performance,teaching performance,3,3,3,7,0.217164,0.226967,0,0.001365,0.001365,0.000478,0,0.555534,0.077303,0.937626,0.015625,"#ff725c"
pre service elementary teachers,pre service elementary teachers,2,2,2,7,0.243238,0.255451,0,0.009208,0.009208,0.000326,0,0.531498,0.643216,0.960052,0.007812,"#4269d0"
mathematical knowledge for teaching problem-solving,mathematical knowledge for teaching problem-solving,2,2,1,6,0.249812,0.264588,0,0.009676,0.009676,0.000367,0,0.578604,0.452703,0.952736,0.007812,"#efb118"
novice facilitator,novice facilitator,2,2,1,6,0.273418,0.291235,0,0.023928,0.023928,0.000311,0,0.623545,0.428357,0.955851,0.007812,"#efb118"
planification,planification,4,4,1,6,0.264665,0.282244,0,0.020324,0.020324,0.00051,0,0.572569,0.296189,0.92186,0.023438,"#efb118"
type of talk,type of talk,2,2,1,6,0.249812,0.264588,0,0.009676,0.009676,0.000367,0,0.589329,0.452703,0.955842,0.007812,"#efb118"
linear independence,linear independence,4,4,6,7,0.225593,0.23743,0,0.00175,0.00175,0.000587,0,0.04308,0.173635,0.919183,0.023438,"#3ca951"
proof methods,proof methods,4,4,6,7,0.225593,0.23743,0,0.00175,0.00175,0.000587,0,0.037162,0.163493,0.921923,0.023438,"#3ca951"
undergraduates,undergraduates,4,4,6,7,0.225593,0.23743,0,0.00175,0.00175,0.000587,0,0.048999,0.163493,0.923452,0.023438,"#3ca951"
linguistic perspective,linguistic perspective,2,2,2,7,0.206517,0.213717,0,0.000731,0.000731,0.000452,0,0.515683,0.631119,0.94956,0.007812,"#4269d0"
novice secondary mathematics teachers,novice secondary mathematics teachers,2,2,2,7,0.206517,0.213717,0,0.000731,0.000731,0.000452,0,0.526407,0.631119,0.948254,0.007812,"#4269d0"
mathematical co-productivity chain,mathematical co-productivity chain,4,4,2,6,0.292849,0.310819,0,0.036737,0.036738,0.000542,0,0.571831,0.96977,0.916073,0.023438,"#4269d0"
workplace mathematics,workplace mathematics,4,4,2,6,0.292849,0.310819,0,0.036737,0.036738,0.000542,0,0.583667,0.96977,0.921339,0.023438,"#4269d0"
mathematical exploration,mathematical exploration,3,3,2,6,0.263043,0.277648,0,0.012849,0.012849,0.000426,0,0.269547,0.811877,0.941404,0.015625,"#4269d0"
mathematical knowledge,mathematical knowledge,4,4,1,6,0.263878,0.278675,0,0.009741,0.009741,0.000547,0,0.573212,0.312511,0.924559,0.023438,"#efb118"
modeling projects,modeling projects,4,4,1,6,0.263878,0.278675,0,0.009741,0.009741,0.000547,0,0.585049,0.312511,0.919145,0.023438,"#efb118"
model knowledge,model knowledge,3,3,2,7,0.228341,0.238258,0,0.002999,0.002999,0.000532,0,0.264854,0.72244,0.934722,0.015625,"#4269d0"
model uncertainty,model uncertainty,3,3,2,7,0.228341,0.238258,0,0.002999,0.002999,0.000532,0,0.276135,0.72244,0.937412,0.015625,"#4269d0"
numeracy model,numeracy model,3,3,2,6,0.235201,0.246369,0,0.003871,0.003871,0.000481,0,0.244386,0.720233,0.936206,0.015625,"#4269d0"
pisa framework,pisa framework,3,3,2,6,0.235201,0.246369,0,0.003871,0.003871,0.000481,0,0.233106,0.720233,0.93752,0.015625,"#4269d0"
stochastic modeling,stochastic modeling,3,3,2,7,0.228341,0.238258,0,0.002999,0.002999,0.000532,0,0.270495,0.712775,0.935113,0.015625,"#4269d0"
theories,theories,4,4,3,6,0.251037,0.265126,0,0.006896,0.006896,0.000563,0,0.336946,0.137772,0.919293,0.023438,"#ff725c"
wheel of modelling,wheel of modelling,4,4,3,6,0.251037,0.265126,0,0.006896,0.006896,0.000563,0,0.342865,0.127631,0.91886,0.023438,"#ff725c"
wheel of writing,wheel of writing,4,4,3,6,0.251037,0.265126,0,0.006896,0.006896,0.000563,0,0.331028,0.127631,0.921258,0.023438,"#ff725c"
modelling competence,modelling competence,3,3,2,6,0.238659,0.249249,0,0.005178,0.005178,0.00049,0,0.307855,0.756625,0.933391,0.015625,"#4269d0"
outdoor education,outdoor education,3,3,2,6,0.238659,0.249249,0,0.005178,0.005178,0.00049,0,0.302215,0.766291,0.934473,0.015625,"#4269d0"
student interests,student interests,3,3,2,6,0.238659,0.249249,0,0.005178,0.005178,0.00049,0,0.296575,0.756625,0.933533,0.015625,"#4269d0"
the double discontinuity,the double discontinuity,3,3,1,6,0.221501,0.231731,0,0.0018,0.0018,0.000438,0,0.835511,0.392084,0.934056,0.015625,"#efb118"
relationships,relationships,3,3,1,6,0.262525,0.278174,0,0.015042,0.015042,0.000456,0,0.782668,0.415068,0.929718,0.015625,"#efb118"
social justice,social justice,6,6,1,6,0.267162,0.285049,1094.405724,0.017237,0.017237,0.00083,0,0.663654,0.565039,0.889788,0.039062,"#efb118"
teachers and learners,teachers and learners,3,3,1,6,0.262525,0.278174,0,0.015042,0.015042,0.000456,0,0.793948,0.415068,0.9351,0.015625,"#efb118"
teachers’ descriptions,teachers’ descriptions,4,4,5,6,0.267753,0.284535,0,0.018064,0.018064,0.000513,0,0.726456,0.09333,0.924409,0.023438,"#97bbf5"
pre-existing knowledge,pre-existing knowledge,2,2,1,7,0.270254,0.28777,0,0.018985,0.018985,0.000317,0,0.614888,0.465567,0.951305,0.007812,"#efb118"
practices of teacher-researchers,practices of teacher-researchers,2,2,2,6,0.28872,0.305059,0,0.029591,0.029591,0.000326,0,0.523026,0.666341,0.948503,0.007812,"#4269d0"
research problems,research problems,3,3,2,6,0.288783,0.305435,0,0.031829,0.03183,0.000451,0,0.212726,0.765227,0.940618,0.015625,"#4269d0"
silent video task,silent video task,4,4,1,6,0.309247,0.331555,0,0.065439,0.06544,0.00051,0,0.579838,0.264149,0.931008,0.023438,"#efb118"
theory use,theory use,3,3,2,6,0.288783,0.305435,0,0.031829,0.03183,0.000451,0,0.201446,0.765227,0.942226,0.015625,"#4269d0"
professional roles,professional roles,3,3,1,7,0.27269,0.290637,0,0.023091,0.023091,0.000432,0,0.818383,0.379793,0.934399,0.015625,"#efb118"
teaching practicum,teaching practicum,3,3,1,7,0.27269,0.290637,0,0.023091,0.023091,0.000432,0,0.829664,0.379793,0.938015,0.015625,"#efb118"
tasks,tasks,4,4,1,6,0.279622,0.298873,0,0.032634,0.032634,0.000528,0,0.61531,0.335305,0.926648,0.023438,"#efb118"
mathematics tests,mathematics tests,2,2,2,6,0.224831,0.234698,0,0.002172,0.002172,0.000382,0,0.540508,0.615129,0.947887,0.007812,"#4269d0"
natural language processing,natural language processing,2,2,2,6,0.224831,0.234698,0,0.002172,0.002172,0.000382,0,0.529784,0.615129,0.95004,0.007812,"#4269d0"
obligations,obligations,4,4,0,7,0.216388,0.226614,0,0.001192,0.001192,0.000603,0,0.368172,0.40531,0.921428,0.023438,"#ff8ab7"
practical rationality,practical rationality,4,4,0,7,0.216388,0.226614,0,0.001192,0.001192,0.000603,0,0.380009,0.40531,0.92146,0.023438,"#ff8ab7"
resources and constraints,resources and constraints,4,4,0,7,0.216388,0.226614,0,0.001192,0.001192,0.000603,0,0.374091,0.415452,0.920734,0.023438,"#ff8ab7"
theorizing,theorizing,4,4,0,7,0.216388,0.226614,0,0.001192,0.001192,0.000603,0,0.374091,0.395169,0.920003,0.023438,"#ff8ab7"
mentors,mentors,3,3,2,6,0.235826,0.246932,0,0.004534,0.004534,0.000501,0,0.316981,0.769689,0.932785,0.015625,"#4269d0"
reflection process,reflection process,3,3,2,6,0.235826,0.246932,0,0.004534,0.004534,0.000501,0,0.322621,0.779354,0.933622,0.015625,"#4269d0"
teachers’ competencies,teachers’ competencies,3,3,2,6,0.235826,0.246932,0,0.004534,0.004534,0.000501,0,0.328262,0.769689,0.934285,0.015625,"#4269d0"
mistaken conception,mistaken conception,3,3,2,6,0.245844,0.257601,0,0.005174,0.005174,0.000454,0,0.276132,0.748514,0.937781,0.015625,"#4269d0"
theorem prover,theorem prover,3,3,2,6,0.245844,0.257601,0,0.005174,0.005174,0.000454,0,0.287412,0.748514,0.936161,0.015625,"#4269d0"
teachers’ beliefs,teachers’ beliefs,3,3,1,6,0.226669,0.236952,0,0.002655,0.002655,0.000462,0,0.836707,0.487849,0.938362,0.015625,"#efb118"
tpb model,tpb model,3,3,1,6,0.226669,0.236952,0,0.002655,0.002655,0.000462,0,0.825426,0.487849,0.933341,0.015625,"#efb118"
multiple representations,multiple representations,2,2,1,7,0.227638,0.238809,0,0.004027,0.004027,0.000394,0,0.60523,0.483776,0.95282,0.007812,"#efb118"
negating competence,negating competence,3,3,1,6,0.228263,0.239331,0,0.002477,0.002477,0.000516,0,0.801207,0.427787,0.929784,0.015625,"#efb118"
proof by contraposition (pbcp),proof by contraposition (pbcp),3,3,1,6,0.228263,0.239331,0,0.002477,0.002477,0.000516,0,0.812488,0.427787,0.931571,0.015625,"#efb118"
undergraduate mathematics,undergraduate mathematics,5,5,1,6,0.228341,0.240083,2658,0.002498,0.002498,0.000904,0,0.631644,0.507479,0.896436,0.03125,"#efb118"
number word inversion,number word inversion,2,2,1,7,0.219095,0.229037,0,0.00196,0.00196,0.00036,0,0.565706,0.434172,0.951659,0.007812,"#efb118"
preservice elementary school teachers,preservice elementary school teachers,2,2,1,7,0.197127,0.205762,0,0.000495,0.000495,0.000347,0,0.565837,0.47705,0.949191,0.007812,"#efb118"
real number,real number,2,2,4,7,0.21499,0.225402,0,0.001164,0.001164,0.000338,0,0.823948,0.700579,0.950829,0.007812,"#6cc5b0"
open problems,open problems,2,2,1,6,0.26175,0.276672,0,0.012203,0.012203,0.000318,0,0.594691,0.440841,0.951472,0.007812,"#efb118"
open-ended approach,open-ended approach,4,4,2,6,0.26393,0.279927,0,0.019952,0.019952,0.000519,0,0.603524,0.910428,0.924348,0.023438,"#4269d0"
postsecondary mathematics,postsecondary mathematics,3,3,1,7,0.227521,0.238818,0,0.003249,0.003249,0.000461,0,0.900392,0.406914,0.944536,0.015625,"#efb118"
teacher preparation,teacher preparation,3,3,1,7,0.227521,0.238818,0,0.003249,0.003249,0.000461,0,0.911673,0.406914,0.939363,0.015625,"#efb118"
productive struggle,productive struggle,3,3,4,7,0.271466,0.28956,0,0.020924,0.020924,0.000424,0,0.939724,0.7051,0.932548,0.015625,"#6cc5b0"
professional instrumental genesis,professional instrumental genesis,3,3,2,6,0.262784,0.2785,0,0.016122,0.016122,0.000443,0,0.300787,0.737041,0.945982,0.015625,"#4269d0"
schemes,schemes,3,3,2,6,0.262784,0.2785,0,0.016122,0.016122,0.000443,0,0.312067,0.737041,0.946568,0.015625,"#4269d0"
problem selection,problem selection,2,2,1,6,0.248228,0.260594,0,0.006769,0.006769,0.000366,0,0.586946,0.431615,0.951459,0.007812,"#efb118"
prospective elementary teachers,prospective elementary teachers,2,2,1,6,0.248228,0.260594,0,0.006769,0.006769,0.000366,0,0.576221,0.431615,0.951944,0.007812,"#efb118"
professional learning communities,professional learning communities,2,2,1,7,0.211505,0.22028,0,0.001398,0.001398,0.000414,0,0.558953,0.461206,0.952791,0.007812,"#efb118"
students’ mathematical writing,students’ mathematical writing,2,2,1,7,0.211505,0.22028,0,0.001398,0.001398,0.000414,0,0.569677,0.461206,0.953005,0.007812,"#efb118"
subject integrated team teaching,subject integrated team teaching,3,3,4,7,0.21942,0.23016,0,0.001105,0.001105,0.000441,0,0.922507,0.680404,0.928837,0.015625,"#6cc5b0"
vocational mathematics,vocational mathematics,3,3,4,7,0.21942,0.23016,0,0.001105,0.001105,0.000441,0,0.933787,0.680404,0.929971,0.015625,"#6cc5b0"
reading levels,reading levels,2,2,2,6,0.229681,0.240558,0,0.002487,0.002487,0.000332,0,0.534895,0.683122,0.956999,0.007812,"#4269d0"
relevance dimensions of mathematics education,relevance dimensions of mathematics education,1,1,4,8,0.194505,0.20088,0,0.000344,0.000344,0.000248,0,0.891398,0.711961,0.9652,0,"#6cc5b0"
research visualization,research visualization,3,3,2,7,0.219023,0.228639,0,0.001647,0.001647,0.000529,0,0.223943,0.813466,0.935311,0.015625,"#4269d0"
teaching practices,teaching practices,3,3,2,7,0.219023,0.228639,0,0.001647,0.001647,0.000529,0,0.235223,0.813466,0.930779,0.015625,"#4269d0"
teaching representations,teaching representations,3,3,2,7,0.219023,0.228639,0,0.001647,0.001647,0.000529,0,0.229583,0.823131,0.934472,0.015625,"#4269d0"
teacher-researcher partnerships,teacher-researcher partnerships,2,2,6,7,0.21674,0.226985,0,0.001761,0.001761,0.000399,0,0.134349,0.181921,0.94804,0.007812,"#3ca951"
teaching design,teaching design,2,2,6,7,0.21674,0.226985,0,0.001761,0.001761,0.000399,0,0.139711,0.172733,0.947911,0.007812,"#3ca951"
self-assessment predictors,self-assessment predictors,2,2,1,7,0.185946,0.192192,0,0.000174,0.000174,0.000464,0,0.600053,0.452703,0.947594,0.007812,"#efb118"
student perceptions,student perceptions,2,2,1,7,0.185946,0.192192,0,0.000174,0.000174,0.000464,0,0.610778,0.452703,0.947943,0.007812,"#efb118"
teacher induction,teacher induction,3,3,2,7,0.210069,0.218329,0,0.000934,0.000934,0.000512,0,0.246999,0.812542,0.934445,0.015625,"#4269d0"
workplace learning,workplace learning,3,3,2,7,0.210069,0.218329,0,0.000934,0.000934,0.000512,0,0.258279,0.812542,0.931585,0.015625,"#4269d0"
“blob tree”,“blob tree”,4,4,4,8,0.169037,0.175716,0,0.00005,0.00005,0.000658,0,0.811947,0.834528,0.93217,0.023438,"#6cc5b0"
